document_repository_link_id,document_id,repository_id,predictive_model_confidence,document_field_name_pruned,document_url,repository_url,label,this-repo-linked-in-paper,this-article-linked-in-repo,diff-repo-linked-in-paper,diff-article-linked-in-repo,notes
397570,390527,384386,0.9997314810752869,Other,https://doi.org/10.1021/acs.jcim.5c01958,https://github.com/uiocompcat/tmqmg_star,,,,,,
318795,311790,305611,0.9997486472129822,Engineering,https://doi.org/10.3390/s21237834,https://github.com/polimi-ispl/nah-khcnn,,,,,,
223518,216726,210334,0.9997422099113464,Computer Science,https://doi.org/10.48550/arxiv.2302.04643,https://github.com/nnnyt/nl4opt,,,,,,
235250,228431,222066,0.9997547268867493,Medicine,https://doi.org/10.48550/arxiv.1809.05216,https://github.com/koriavinash1/optic-disk-cup-segmentation,,,,,,
476037,468818,462853,0.9996646642684937,Other,https://doi.org/10.1101/2020.03.10.986000,https://github.com/badenlab/led-zappelin,,,,,,
385260,378217,372076,0.9997616410255432,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.1101/2023.08.03.551733,https://github.com/randel/scmd,,,,,,
218712,211939,205528,0.9994493126869202,Engineering,https://doi.org/10.1155/2020/3152020,https://github.com/krainskil/smarttransitionsim.jl,,,,,,
478081,470857,464897,0.9995749592781067,Computer Science,https://doi.org/10.1109/tnnls.2020.3006524,https://github.com/junfu1115/dran,,,,,,
361009,353968,347825,0.9997639060020447,Engineering,https://doi.org/10.1007/s00158-025-03961-9,https://github.com/pan-group-uw-madison/dvto-mt,,,,,,
469227,462008,456043,0.9997389912605286,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.1101/2022.07.08.499284,https://github.com/mtreppner/scvide.jl,,,,,,
290887,283936,277703,0.9995927214622498,Physics and Astronomy,https://doi.org/10.3847/1538-3881/adf633,https://github.com/kevinkhu/keplerk2,,,,,,
398167,391124,384983,0.9996886253356934,Medicine,https://doi.org/10.3897/rio.3.e12346,https://github.com/juhuntenburg/laminar_python,,,,,,
443351,436145,430167,0.9997336268424988,Computer Science,https://doi.org/10.48550/arxiv.2510.12399,https://github.com/stair-team/awesome-vibe-coding,,,,,,
256042,249174,242858,0.9996719360351562,Engineering,https://doi.org/10.1109/iros55552.2023.10341436,https://github.com/remaro-network/mimir-uw,,,,,,
219527,212749,206343,0.9997535347938538,Other,https://doi.org/10.48550/arxiv.2307.00567,https://github.com/slzhang-fd/isingnetmissing-replication,,,,,,
431356,424165,418172,0.9995859265327454,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.1093/bioadv/vbaf093,https://github.com/mtmorgan/alphamissenser,,,,,,
361582,354541,348398,0.9995458722114563,Computer Science,https://doi.org/10.48550/arxiv.1806.07470,https://github.com/marcelrobeer/contrastiveexplanation,,,,,,
299940,292974,286756,0.9996966123580933,Physics and Astronomy,https://doi.org/10.3389/fspas.2024.1383072,https://github.com/wandi0909/guitar,,,,,,
