document_repository_link_id,document_id,repository_id,predictive_model_confidence,document_field_name_pruned,document_url,repository_url,label,this-repo-linked-in-paper,this-article-linked-in-repo,diff-repo-linked-in-paper,diff-article-linked-in-repo,notes
491556,484317,478372,0.9997630715370178,Computer Science,https://doi.org/10.1109/icbc51069.2021.9461079,https://github.com/navinkeizer/flock,,,,,,
329089,322073,315905,0.9997013211250305,Other,https://doi.org/10.1016/j.jsc.2023.01.004,https://github.com/seigal/loborrt,,,,,,
501488,494242,488304,0.9997639060020447,Other,https://doi.org/10.1002/ecy.70303,https://github.com/sablowes/heterogeneity-evidence-synthesis,,,,,,
200703,194000,187519,0.9997407793998718,Physics and Astronomy,https://doi.org/10.5194/epsc-dps2025-979,https://github.com/smithsonian/layup,,,,,,
404890,397845,391706,0.9997311234474182,Medicine,https://doi.org/10.1016/j.asoc.2017.05.063,https://github.com/ferenci-tamas/bfpprediction,,,,,,
268085,261180,254901,0.9997034668922424,Physics and Astronomy,https://doi.org/10.1103/physreve.97.052306,https://github.com/arbenson/higherorderclustering.jl,,,,,,
289212,282261,276028,0.9997316002845764,Physics and Astronomy,https://doi.org/10.48550/arxiv.2201.04704,https://github.com/bartandrews/response_functions,,,,,,
306025,299051,292841,0.9997455477714539,Medicine,https://doi.org/10.48550/arxiv.2202.07107,https://github.com/hz-zhu/gg-cam,,,,,,
344324,337286,331140,0.9997544884681702,Physics and Astronomy,https://doi.org/10.48550/arxiv.2412.11894,https://github.com/serevaltolina/pta_fourierlikelihood,,,,,,
292585,285633,279401,0.9997479319572449,Engineering,https://doi.org/10.1088/1361-6420/ac86c1,https://github.com/albangossard/spurious-minimizers-fourier-sampling-optimization,,,,,,
409425,99606,396241,0.999687671661377,Computer Science,https://doi.org/10.48550/arxiv.2504.18840,https://github.com/ctu-mrs/rbl,,,,,,
294561,287606,281377,0.9995741248130798,Computer Science,https://doi.org/10.48550/arxiv.2207.00758,https://github.com/mia-workshop/mia-shared-task-2022,,,,,,
330696,323676,317512,0.9997395873069763,Computer Science,https://doi.org/10.1109/ivcnz48456.2019.8961013,https://github.com/adamtupper/pedestrian-proximity-detector,,,,,,
212442,205688,199258,0.9996435642242432,Computer Science,https://doi.org/10.1109/avss.2019.8909900,https://github.com/omkarthawakar/sr2gan,,,,,,
350267,343227,337083,0.9997331500053406,Medicine,https://doi.org/10.1016/s2214-109x(18)30401-7,https://github.com/petedodd/pint,,,,,,
380314,373271,367130,0.9994103908538818,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.21203/rs.3.rs-502709/v1,https://github.com/allonkleinlab/cospar_notebooks,,,,,,
