document_repository_link_id,document_id,repository_id,predictive_model_confidence,document_field_name_pruned,document_url,repository_url,label,this-repo-linked-in-paper,this-article-linked-in-repo,diff-repo-linked-in-paper,diff-article-linked-in-repo,notes
269955,263049,256771,0.9994670748710632,Physics and Astronomy,https://doi.org/10.1088/1475-7516/2013/03/024,https://github.com/igmhub/baofit,,,,,,
239813,232983,226629,0.9997568726539612,Engineering,https://doi.org/10.1016/j.enbuild.2021.110885,https://github.com/ideas-lab-nus/data-science-bldg-energy-efficiency,,,,,,
410400,403317,397216,0.9997194409370422,Other,https://doi.org/10.1093/biostatistics/kxab047,https://github.com/rachelnethery/cyclones_icpm,,,,,,
269528,262622,256344,0.9996758699417114,Other,https://doi.org/10.1016/j.cageo.2024.105767,https://github.com/otsegun/fmps,,,,,,
469254,462035,456070,0.9997455477714539,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.1093/femsyr/foaa025,https://github.com/mrbarbitoff/hsp40_binding_assay,,,,,,
306243,299269,293059,0.9997504353523254,Computer Science,https://doi.org/10.1109/tdsc.2024.3372777,https://github.com/eyr3/privacyasst,,,,,,
258764,251883,245580,0.999717652797699,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.7554/elife.82367,https://github.com/yatangli/li-celltypes-2023,,,,,,
391603,384560,378419,0.9997480511665344,Other,https://doi.org/10.1101/2020.09.27.315614,https://github.com/ieeewang/alpc-sfs-method-matlab-scripts,,,,,,
319221,312215,306037,0.9997683167457581,Other,https://doi.org/10.1080/00031305.2022.2054859,https://github.com/mattiasnordin/conditional-inference-in-experiments,,,,,,
446775,439567,433591,0.9997614026069641,Other,https://doi.org/10.48550/arxiv.2510.06210,https://github.com/smar-git/mortality_italy,,,,,,
441294,434091,428110,0.9997327923774719,Engineering,https://doi.org/10.48550/arxiv.2410.11989,https://github.com/bjhyzj/dovsg,,,,,,
440693,433492,427509,0.9997500777244568,Engineering,https://doi.org/10.26434/chemrxiv.13499439.v1,https://github.com/fengmudong/motor-paper,,,,,,
303445,296476,290261,0.9997428059577942,Engineering,https://doi.org/10.1109/icassp.2018.8462216,https://github.com/phamduonghung/ssr-ht,,,,,,
253132,246271,239948,0.999701201915741,Physics and Astronomy,https://doi.org/10.1007/s00340-024-08280-3,https://github.com/mrogalski96/gs_at,,,,,,
391311,384268,378127,0.99974125623703,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.1109/bhi50953.2021.9508479,https://github.com/dataintellsystlab/karga,,,,,,
258480,251603,245296,0.9997493624687195,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.48550/arxiv.2509.16084,https://github.com/nvidia-digital-bio/reasyn,,,,,,
439819,432618,426635,0.9994927644729614,Engineering,https://doi.org/10.1063/5.0222001,https://github.com/yanqingsu/ml-dice,,,,,,
388487,381444,375303,0.9997147917747498,Other,https://doi.org/10.1002/ecy.1996,https://github.com/ibreckhe/mora_pheno_reassembly,,,,,,
312951,305957,299767,0.9994862079620361,Engineering,https://doi.org/10.1109/iros.2017.8206044,https://github.com/ut-amrl/deltacalibration,,,,,,
478996,471769,465812,0.9996808767318726,Medicine,https://doi.org/10.48550/arxiv.2507.12269,https://github.com/phflot/bpdneo-cxr,,,,,,
290706,283755,277522,0.999669075012207,Engineering,https://doi.org/10.1007/978-981-19-6153-3_8,https://github.com/mtailanian/nfa_anomaly_detection,,,,,,
335028,328001,321844,0.9997197985649109,Computer Science,https://doi.org/10.1109/icassp49660.2025.10888609,https://github.com/fathana/adaptivedrop,,,,,,
386399,379356,373215,0.999702513217926,Medicine,https://doi.org/10.1101/2024.07.20.604421,https://github.com/maojanlin/igloo,,,,,,
290410,283459,277226,0.999649167060852,Physics and Astronomy,https://doi.org/10.48550/arxiv.2510.05206,https://github.com/cosmo-sims/disco-dj,,,,,,
198934,192238,185750,0.9994571805000305,"Biochemistry, Genetics and Molecular Biology",https://doi.org/10.1101/2024.05.09.593305,https://github.com/evangorstein/hdmmexperiments,,,,,,
336097,329069,322913,0.9997679591178894,Engineering,https://doi.org/10.1109/cvprw59228.2023.00643,https://github.com/natkowalczyk/respiratory-rate-estimation-based-on-detected-mask-area-in-thermal-images,,,,,,
240545,233714,227361,0.9997543692588806,Engineering,https://doi.org/10.48550/arxiv.2310.02843,https://github.com/zhang-zengjie/dl-vehicle-mpc,,,,,,
279576,272643,266392,0.999758780002594,Computer Science,https://doi.org/10.1145/3338906.3338972,https://github.com/uiuc-arc/storm,,,,,,
